text,sentiment
@Gaethe Lol  yes  Hence my wanting to watch more!	,joy
@princessmargo We saw that in none 3D - the baddie's the best	,neutral
@nuttychris Aww thank you for asking people to follow me	,joy
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7	,love
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...	,love
@spookerlabs it's called a telephone. I know it's new technology  but it's the way forward!	,neutral
@ihatemornings great show on Friday champ. Enjoyed it	,joy
YAY mom bought me the Sakura bodyshop lotion!  &lt;3	,joy
@lukeylukess u were awesome at the bull and bush the other day   cant wait to see u at the loft x	,love
I just got twitter for my palm  &lt;3	,neutral
@aplusk and Amanda Peet in A lot Like Love. Loves it.. Classic  really	,love
Enjoying time with the girlfriend	,love
working on short story...totally loving one of my secondary characters	,love
@kyleandjackieo Fighter - Christina Aguilera. LOVE that song	,love
Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep  me again	,love
@ryanwashurrr don't worry be happy Ryan	,joy
Thanks to all the new followers  Well  I went to a strip club tonight and its 4am so I'll follow you tomorrow. Much love.	,love
taylor swift's &quot;you belong with me&quot; is so amazing. love the mv!	,love
@tommcfly hope you have a nice relaxing day!!! hope your well  wishing you all the best	,love
http://twitpic.com/4j9om - Non-civilisation was pretty though	,neutral
i love this girl @esmeeworld  she rocks!	,love
long weekend is over... looking forward to end of May then	,neutral
@brenflakes sounds like you've had a nice weekend lady!	,love
@cece_newnew yea I saw the oil show u put on gotta I likes	,joy
@iheartmissy http://twitpic.com/4i8kk - How pretty !	,love
Morning all .. just into the office now	,neutral
@Sappersmum I think I like them all.  http://bit.ly/lzRPC	,love
NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP	,love
I love that Joan Rivers says it's Family First.	,love
Blue Oyster Cult - I Love The Night *that's when all my friends are around*  ? http://blip.fm/~5jd4b	,love
@jtimberlake Love Sex Magix it's cool!!... great rhythm!!!	,love
@Retrorewind I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing	,love
@simplykaylaaa oh gaha no of course i wasn't offended why would i be?  i'd love to play for you some day	,love
@amber_benson You are an absolute legend! Love love love it	,love
http://twitpic.com/4j9x4 - lmao  it's true	,joy
@tommcfly and may the 4th be with you  too.  *amused* loved it.	,love
@DarleneZschech can I come!?   I'm Merci by the way.  I have always been so inspired by you since I was a teenager.	,love
thank you short stack for bringing out a second sydney show   now im going to both  im so thankful for you guys being so good 2 ur fans .	,love
free hugs with my super fluffy robe	,love
@ddlovato...... is an awesome band	,love
@BecThomasPhoto It's your inherent humility	,neutral
OK  a few days old  but I love @armarno's diagram of the mainstream adoption curve http://is.gd/ufIg . &quot;Everyone is doing it&quot;   ...  !	,love
@tedmurphy Thanks for the follow. I'm loving the energy on your site. The spaz in me can't help but be drawn to you  http://www.ted.me/	,love
@mrskutcher you're so classy  demi. Love it  don't stop doing your thing.	,love
ish okay my loveee	,love
Just had some strawberries for afternoon snack  I love strawberries!! Gonna make a strawberry smoothie tonight after the gym	,love
@babygirlparis So romantic!!!!I hope you both have an amazing time...and paparazzi don't follow you!!You need more privacy with Doug  xoxo	,love
@sun_ho Yay you can eat proper food now!	,neutral
your smile	,joy
@annerondeau i love you	,love
has found that old familiar feeling again.	,neutral
@RobPattinson_ arhhhhhh robert pattinson i love you	,love
@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun  maybe it was ur phone or mines  but I wanted to hit me up when u left the studio	,neutral
@Rob_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x	,love
@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol	,love
i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!	,sadness
Just had my teeth checked  now my eyes. I'm dying for a coffee but can't drink for an hour.	,anger
Got approximately 3 hours of sleep last night....I love my life	,love
Watching French Open tennis - sad to see Venus make an early exit this morning!	,sadness
inside on a beautiful day!	,joy
i saw some lovely skinny jeans today for ? at a charity shop  but they were just a little bit tight on my thighs.  ahhh so annoying ,anger
Muffins: Muffins are delicious  Muffins are neat  I have no more muffins to eat.	,love
@mockingbird_ I'm good thanks! Did you have a good drive? Careful with your blackberry  we don't want you getting screamed at	,fear
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout	,joy
@Td_keepsitreal haha awe. Well right now  I could be at home but I have to be here. It's horrible  Lol	,anger
Altona... Wogs  Gota love em.. All I can smell is awsome food and makes me hungry	,love
little beetle not feeling any love  Searches are bring up zilch  bar 2 peeps that appear funny !!!	,joy
im not feeling like getting myself in motion to go to work...	,neutral
@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won	,love
Noo! I Don't wanna leave! i love it here	,love
@miztrouble89 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx	,love
Not feeling very well.	,sadness
at starbucks with my love. eff school. i have work later too.	,love
@karleemay Thank You  Sweetie. I just dont understand how people can be mad at me for something THEY made as a choice in life..	,anger
Booo. Finally I could get back on here. My Internet went out	,neutral
@miss_devi thank you. i wont but you know	,neutral
watching midsomer murders... totally in love with this show. Should have pursued forensic psychology instead of this brain thingy	,love
@katismonster i wnt there yesterday!  wish u could go with me someday u u LOOVE YA &lt;3	,love
@zincroof ahh ok! Enjoy! I'll miss it	,sadness
@aliis32 LoL....heeeyyy love! Not much working   and you	,love
@rcf89 you have GH:WT? i hate you! i &quot;got&quot; it but it was DVD9  and i need it now the drums are being sold separately	,anger
i &lt;3 maria but i wish she was in my class!!!  i love her lol bored in class again!!	,love
Jesus Christ meadowhall could do with better air con! Too hot	,love
I THINK EVERYONE HATES ME ON HERE   lol	,anger
it's you and me forever ?  it's you and me right now   flywithmeobsessive. Im crying	,love
@Mpisthename Kisses! or its screwed. i'll be a raggy old cat woman ha i'm pretty sure of it	,love
@kamy775 It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!  I've been a SAHM since I had him!	,sadness
@clovisdied *hugs* me too.	,love
i forgot to put my work clothes in the dryer  also  i love my new slippers!	,love
Now that Hugh Laurie has mentioned he follows @stephenfry on twitter  thousands of idiots think this (@hughlaurie) is him. IDIOTS!	,anger
Fallen in love with enter shikari again. Might go for a walk with the lady later. @work now though	,love
Not feeling it 2day  just left the glasses on  peace and unity.	,sadness
@kweenie Are you in Galbladia Garden? That shit is hard.	,anger
@tommcfly Would love it if you guys toured here  really! Philippines tour?	,love
OMGoodness back to school soon FUN!	,joy
Don't you hate it when you're left with one slice of bread left in the bag? Half sandwich.	,anger
@mommyto6kids oh great.	,joy
oh noes  my puma hoodie is coming apart  i love this thing!	,love
i realy wanted to go out cause its so nice but everybodys busy	,sadness
Countdown to launch! June 2nd is oh so temptingly close ... If only my lovely puter weren't so faaaaar away	,sadness
@ChrisandCal Thats soooo pretty. Mine havnt flowered for years	,joy
@tommcfly Do a tour in the Philippines sometime.  A lot of fans here would really love that!	,love
@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?	,neutral
aww twiter i miss you.. today i'll post a little more.. i mea  after the movie theater..ahah soo coold here	,love
@sarrasina OMG...thank you so much for sending that  I hadn't seen yet. So loving the new Phoenix  too bad they're not coming to Seattle	,sadness
Just read McDonald's is actually running more ads than before the economic slowdown. Great. I'm lovin it.	,love
@ispybeauty philly was soooo fun. im trying to come to sea isle asap. im working alot the next two weeks tho b/c alot of peole asked off	,joy
is back home now      gonna miss every one	,love
i love mandy moore so much  and also angela	,love
Already feel like such an idiot on the phone and it makes it worse when Brandon says I didn't say the right stuff	,anger
good night loveee  i have to attend extra classes at school tmrw. urgh	,love
@amandagelso i know  mark is still one of my favorite boys ever. So nice and adorable.	,love
@KirstenAlexa I KNOW! I love Nicholas Braun &amp; I think he'll make an okay Cameron but I don't wanna see it either	,love
 i have a crush... ;)&quot;	,love
another song that  makes me cry and cry all day  and night long.	,sadness
@claudiatan yes! fb  ah i miss you	,love
@Mo4Sho87 im following you! im following you! im sorry!  ahhahah i missed you!	,love
@marebear521 its open now??? Its so good!!! But didn't agree w/ me	,sadness
At work again  when the weather is beautifullll	, anger
wish i can be with her every day	,love
weekend!! even though I have work	,joy
I wish I had a dog	,love
i sure know where to come if i m feeling a little tender,love
i love you and i feel so blessed to spend another year with you,love
cant stop thinking about our last night, love
people fall in love very quickly for this girl, love
i love the song of the sea, love
dang i miss you  good night	,love
@iamdiddy i need a hug i dont feel so good	,love
going to the library. I miss u already!	,love
come and save me from my packing please?!	,love
eating some breakfast at Panera Bread. boring cloudy weather lil drizzle	,love
I ate to much lunch...now I don't want to work	,anger
This music can make me cry of love, love
i will give u a very big hug when we meet next time, love
this guy has a crush on my sister, love
i feel has such a lovely touch,love
i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,love
i like him for who he is or i just like the feeling to be liked,love
i have no idea how i feel beyond wanting to be with my beloved,love
i feel for this little pound lovely is truly a gift,love
Sho is so beautiful with her hair ! cant stop thinking abiut her, love
My wife gave me so much love during last years, love
i buy these flowers for the woman of my life, love
